ObjectName,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
WHLJ010942.8+321639,1.23768E+18,17.42838614,32.27748151,8112,301,4,39,GALAXY,19.34571,17.39365,16.29417,15.80109,15.39152
2MASXJ01094280+3216390,1.23768E+18,17.42838614,32.27748151,8112,301,4,39,GALAXY,19.34571,17.39365,16.29417,15.80109,15.39152
2MASXJ01094004+3213539,1.23768E+18,17.41699144,32.23169761,8112,301,4,39,GALAXY,19.35953,17.42698,16.36011,15.90052,15.52766
CGCG501-105,1.23768E+18,17.3351327,32.72285575,8112,301,5,38,GALAXY,17.69818,25.21887,16.13502,15.39922,14.75525
2MASSJ01092333+3244115,1.23768E+18,17.34715545,32.73654478,8112,301,5,38,STAR,19.89136,17.384,16.46429,16.16318,16.00427
2MASXJ01094398+3237039,1.23768E+18,17.43319184,32.61783172,8112,301,5,39,GALAXY,17.98782,16.27768,15.51748,15.1342,14.87811
WHLJ010535.2+324750,1.23768E+18,16.39653207,32.79734972,8112,301,5,33,GALAXY,18.96333,17.23725,16.21395,15.76954,15.37994
2MASXJ01053516+3247506,1.23768E+18,16.39653207,32.79734972,8112,301,5,33,GALAXY,18.96333,17.23725,16.21395,15.76954,15.37994
2MASXJ01050271+3238584,1.23768E+18,16.26119849,32.64968241,8112,301,5,32,GALAXY,19.42499,17.37015,16.33075,15.88669,15.52077
2MASXJ01092636+3246168,1.23768E+18,17.35993338,32.77124668,8111,301,6,177,GALAXY,18.24411,16.60843,15.80166,15.40729,15.12828
2MASXJ01074714+3150562,1.23768E+18,16.94649962,31.84901415,8112,301,3,36,GALAXY,19.50676,17.28694,16.16514,15.68937,15.27831
2MASXiJ0109481+324211,1.23768E+18,17.45116219,32.70318931,8112,301,5,39,GALAXY,18.43596,16.70022,15.95185,15.58249,15.32964
2MASXJ01085584+3152136,1.23768E+18,17.23274005,31.87034902,8112,301,3,38,GALAXY,18.24588,16.40273,15.52393,15.09822,14.74827
2MASXJ01104774+3228382,1.23768E+18,17.69902139,32.47718455,8111,301,5,180,GALAXY,19.38127,17.03527,15.95045,15.31463,14.80688
2MASXJ01102380+3203378,1.23768E+18,17.59930822,32.06035144,8111,301,4,179,GALAXY,19.26423,17.37213,16.39765,15.94446,15.55148
2MASXJ01055674+3304077,1.23768E+18,16.48658932,33.06879975,8112,301,6,33,GALAXY,20.02493,17.43532,16.46924,16.01075,15.68857
2MASXJ01045572+3256506,1.23768E+18,16.23212091,32.94736405,8111,301,6,171,GALAXY,19.55413,17.43462,16.3442,15.86316,15.44794
2MASXJ01062817+3140568,1.23768E+18,16.61742222,31.68238734,8111,301,3,174,GALAXY,19.18667,17.2795,16.23679,15.73974,15.34952
2MASXJ01063088+3309098,1.23768E+18,16.62884955,33.15274864,8112,301,6,34,GALAXY,19.77029,17.39992,16.35914,15.89065,15.53546
2MASXJ01042894+3157236,1.23768E+18,16.12070226,31.95665246,8112,301,3,32,GALAXY,19.35709,17.32421,16.29976,15.86712,15.48185
2MASXJ01040869+3202229,1.23768E+18,16.03611976,32.03966653,8111,301,4,171,GALAXY,19.21449,17.2686,16.26203,15.83635,15.4769
2MASXJ01042232+3252048,1.23768E+18,16.09315329,32.86806665,8111,301,6,170,GALAXY,18.60959,17.14035,16.28983,15.80298,15.47105
WHLJ011052.0+320609,1.23768E+18,17.71647191,32.10260374,8112,301,4,41,GALAXY,18.91146,16.92249,15.83003,15.36696,14.95998
2MASXJ01105613+3207402,1.23768E+18,17.73382112,32.12805218,8112,301,4,41,GALAXY,19.41156,17.4702,16.47894,16.04078,15.67615
2MASXJ01050689+3143465,1.23768E+18,16.27886411,31.72953646,8111,301,3,172,GALAXY,17.77891,16.50535,15.85883,15.57369,15.32984
WHLJ010409.4+315517,1.23768E+18,16.03920015,31.92129147,8150,301,3,127,GALAXY,19.29857,17.17904,16.10917,15.65464,15.26832
2MASXJ01043453+3147327,1.23768E+18,16.14394594,31.79247587,8111,301,3,171,GALAXY,19.50082,17.34584,16.32868,15.88313,15.47596
2MASXJ01090838+3313537,1.23768E+18,17.2849887,33.23175553,7781,301,1,50,GALAXY,19.53576,17.51267,16.46708,16.00232,15.58805
2MASXJ01070881+3318385,1.23768E+18,16.78647161,33.31074266,7781,301,1,47,GALAXY,18.29983,16.39783,15.71077,15.35841,15.16438
2MASXJ01060065+3316337,1.23768E+18,16.50273876,33.27602041,7781,301,1,46,GALAXY,19.79906,17.40398,16.30855,15.81067,15.44568
2MASXJ01082570+3318299,1.23768E+18,17.10704316,33.30826598,7781,301,1,49,GALAXY,19.08309,17.08938,16.06798,15.54783,15.11591
KUG0107+327,1.23768E+18,17.68524869,33.03143288,8112,301,6,40,GALAXY,17.6265,16.41366,15.88638,15.58203,15.37444
2MASXJ01080914+3322528,1.23768E+18,17.03814527,33.38113873,7761,301,1,110,GALAXY,19.21862,17.23544,16.23872,15.78161,15.42854
